180;Left Arm;Artillery;Alatyr;Penumbra Forest;SW Glacier Hill - SW Statue;Stubby Stalker and Named;188;;;<a href=http://aomainframe.info/showitem.asp?AOID=235487>QL 180 Awakened Left Arm Symbiant, Artillery Unit Aban</A>;
210;Eye;Infantry;Alatyr;Penumbra Forest;SW Glacier Hill - SW Statue;Stubby Stalker and Named;188;;;<a href=http://aomainframe.info/showitem.asp?AOID=235625>QL 210 Living Ocular Symbiant, Infantry Unit Aban</A>;
180;Right Arm;Support;Alatyr;Penumbra Forest;SW Glacier Hill - SW Statue;Stubby Stalker and Named;188;;;<a href=http://aomainframe.info/showitem.asp?AOID=236117>QL 180 Awakened Right Arm Symbiant, Support Unit Aban</A>;
190;Right Arm;Support;Alatyr;Penumbra Forest;SW Glacier Hill - SW Statue;Stubby Stalker and Named;188;;;<a href=http://aomainframe.info/showitem.asp?AOID=236118>QL 190 Enduring Right Arm Symbiant, Support Unit Aban</A>;
210;Right Arm;Support;Alatyr;Penumbra Forest;SW Glacier Hill - SW Statue;Stubby Stalker and Named;188;;;<a href=http://aomainframe.info/showitem.asp?AOID=236119>QL 210 Living Right Arm Symbiant, Support Unit Aban</A>;
180;Chest;Support;Alatyr;Penumbra Forest;SW Glacier Hill - SW Statue;Stubby Stalker and Named;188;;;<a href=http://aomainframe.info/showitem.asp?AOID=236136>QL 180 Awakened Chest Symbiant, Support Unit Aban</A>;
180;Left Arm;Support;Alatyr;Penumbra Forest;SW Glacier Hill - SW Statue;Stubby Stalker and Named;188;;;<a href=http://aomainframe.info/showitem.asp?AOID=236157>QL 180 Awakened Left Arm Symbiant, Support Unit Aban</A>;
230;Right Hand;Artillery;Anya;Penumbra Valley;SW from Spirit Palace - N from Ruins;Savvy Spinetooth Bosses: Maywakaham, Waqamawi;185;;;<a href=http://aomainframe.info/showitem.asp?AOID=235559>QL 230 Vigorous Right Hand Symbiant, Artillery Unit Aban</A>;
190;Left Hand;Infantry;Anya;Penumbra Valley;SW from Spirit Palace - N from Ruins;Savvy Spinetooth Bosses: Maywakaham, Waqamawi;185;;;<a href=http://aomainframe.info/showitem.asp?AOID=235810>QL 190 Enduring Left Hand Symbiant, Infantry Unit Aban</A>;
230;Left Hand;Infantry;Anya;Penumbra Valley;SW from Spirit Palace - N from Ruins;Savvy Spinetooth Bosses: Maywakaham, Waqamawi;185;;;<a href=http://aomainframe.info/showitem.asp?AOID=235812>QL 230 Vigorous Left Hand Symbiant, Infantry Unit Aban</A>;
200;Head;Artillery;Anya;Penumbra Valley;SW from Spirit Palace - N from Ruins;Savvy Spinetooth Bosses: Maywakaham, Waqamawi;185;;;<a href=http://aomainframe.info/showitem.asp?AOID=235417>QL 200 Growing Brain Symbiant, Artillery Unit Aban</A>;
200;Left Hand;Infantry;Anya;Penumbra Valley;SW from Spirit Palace - N from Ruins;Savvy Spinetooth Bosses: Maywakaham, Waqamawi;185;;;<a href=http://aomainframe.info/showitem.asp?AOID=235811>QL 200 Growing Left Hand Symbiant, Infantry Unit Aban</A>;
190;Feet;Infantry;Anya;Penumbra Valley;SW from Spirit Palace - N from Ruins;Savvy Spinetooth Bosses: Maywakaham, Waqamawi;185;;;<a href=http://aomainframe.info/showitem.asp?AOID=235828>QL 190 Enduring Feet Symbiant, Infantry Unit Aban</A>;
200;Eye;Extermination;Anya;Penumbra Valley;SW from Spirit Palace - N from Ruins;Savvy Spinetooth Bosses: Maywakaham, Waqamawi;185;;;<a href=http://aomainframe.info/showitem.asp?AOID=235844>QL 200 Growing Ocular Symbiant, Extermination Unit Aban</A>;
260;Ear;Artillery;Aray;Penumbra Forest;West Brink / South from Icarnator;Alonissos / Levkada;210;;;<a href=http://aomainframe.info/showitem.asp?AOID=235438>QL 260 Vital Ear Symbiant, Artillery Unit Aban</A>;
240;Right Hand;Artillery;Aray;Penumbra Forest;West Brink / South from Icarnator;Alonissos / Levkada;210;;;<a href=http://aomainframe.info/showitem.asp?AOID=235560>QL 240 Effective Right Hand Symbiant, Artillery Unit Aban</A>;
240;Left Hand;Artillery;Aray;Penumbra Forest;West Brink / South from Icarnator;Alonissos / Levkada;210;;;<a href=http://aomainframe.info/showitem.asp?AOID=235592>QL 240 Effective Left Hand Symbiant, Artillery Unit Aban</A>;
240;Waist;Extermination;Aray;Penumbra Forest;West Brink / South from Icarnator;Alonissos / Levkada;210;;;<a href=http://aomainframe.info/showitem.asp?AOID=235964>QL 240 Effective Waist Symbiant, Extermination Unit Aban</A>;
250;Waist;Extermination;Aray;Penumbra Forest;West Brink / South from Icarnator;Alonissos / Levkada;210;;;<a href=http://aomainframe.info/showitem.asp?AOID=235965>QL 250 Excited Waist Symbiant, Extermination Unit Aban</A>;
260;Waist;Extermination;Aray;Penumbra Forest;West Brink / South from Icarnator;Alonissos / Levkada;210;;;<a href=http://aomainframe.info/showitem.asp?AOID=235966>QL 260 Vital Waist Symbiant, Extermination Unit Aban</A>;
260;Chest;Extermination;Aray;Penumbra Forest;West Brink / South from Icarnator;Alonissos / Levkada;210;;;<a href=http://aomainframe.info/showitem.asp?AOID=235916>QL 260 Vital Chest Symbiant, Extermination Unit Aban</A>;
90;Waist;Artillery;Argil Suzerain;Scheol Upper;West Incarnator;Eremites;125;;;<a href=http://aomainframe.info/showitem.asp?AOID=235516>QL 90 Vibrating Waist Symbiant, Artillery Unit Aban</A>;
130;Right Arm;Control;Argil Suzerain;Scheol Upper;West Incarnator;Eremites;125;;;<a href=http://aomainframe.info/showitem.asp?AOID=236342>QL 130 Residing Right Arm Symbiant, Control Unit Aban</A>;
110;Chest;Control;Argil Suzerain;Scheol Upper;West Incarnator;Eremites;125;;;<a href=http://aomainframe.info/showitem.asp?AOID=236357>QL 110 Operative Chest Symbiant, Control Unit Aban</A>;
140;Chest;Control;Argil Suzerain;Scheol Upper;West Incarnator;Eremites;125;;;<a href=http://aomainframe.info/showitem.asp?AOID=236358>QL 140 Running Chest Symbiant, Control Unit Aban</A>;
150;Chest;Control;Argil Suzerain;Scheol Upper;West Incarnator;Eremites;125;;;<a href=http://aomainframe.info/showitem.asp?AOID=236359>QL 150 Surviving Chest Symbiant, Control Unit Aban</A>;
100;Right Arm;Control;Argil Suzerain;Scheol Upper;West Incarnator;Eremites;125;;;<a href=http://aomainframe.info/showitem.asp?AOID=236341>QL 100 Breathing Right Arm Symbiant, Control Unit Aban</A>;
110;Feet;Extermination;Ashmara Ravin;Scheol Upper;The Plundge;Arcorash and Named;125;;;<a href=http://aomainframe.info/showitem.asp?AOID=236048>QL 110 Operative Feet Symbiant, Extermination Unit Aban</A>;
100;Right Arm;Support;Ashmara Ravin;Scheol Upper;The Plundge;Arcorash and Named;125;;;<a href=http://aomainframe.info/showitem.asp?AOID=236113>QL 100 Breathing Right Arm Symbiant, Support Unit Aban</A>;
100;Right Arm;Artillery;Ashmara Ravin;Scheol Upper;The Plundge;Arcorash and Named;125;;;<a href=http://aomainframe.info/showitem.asp?AOID=235450>QL 100 Breathing Right Arm Symbiant, Artillery Unit Aban</A>;
90;Head;Infantry;Ashmara Ravin;Scheol Upper;The Plundge;Arcorash and Named;125;;;<a href=http://aomainframe.info/showitem.asp?AOID=235638>QL 90 Vibrating Brain Symbiant, Infantry Unit Aban</A>;
90;Feet;Extermination;Ashmara Ravin;Scheol Upper;The Plundge;Arcorash and Named;125;;;<a href=http://aomainframe.info/showitem.asp?AOID=236047>QL 90 Vibrating Feet Symbiant, Extermination Unit Aban</A>;
100;Eye;Support;Ashmara Ravin;Scheol Upper;The Plundge;Arcorash and Named;125;;;<a href=http://aomainframe.info/showitem.asp?AOID=236065>QL 100 Breathing Ocular Symbiant, Support Unit Aban</A>;
130;Feet;Extermination;Ashmara Ravin;Scheol Upper;The Plundge;Arcorash and Named;125;;;<a href=http://aomainframe.info/showitem.asp?AOID=236049>QL 130 Residing Feet Symbiant, Extermination Unit Aban</A>;
260;Right Wrist;Infantry;Ats (Ats`usk);Inferno;Oasis - Inferno Frontier;Isham, Spinetooths, Marsh Lizards;220;;;<a href=http://aomainframe.info/showitem.asp?AOID=235726>QL 260 Vital Right Wrist Symbiant, Infantry Unit Aban</A>;
130;Head;Artillery;Auger;Scheol Lower;Tree of Memories;Spiders around;125;;;<a href=http://aomainframe.info/showitem.asp?AOID=235414>QL 130 Residing Brain Symbiant, Artillery Unit Aban</A>;
120;Right Arm;Extermination;Auger;Scheol Lower;Tree of Memories;Spiders around;125;;;<a href=http://aomainframe.info/showitem.asp?AOID=235892>QL 120 Prevailing Right Arm Symbiant, Extermination Unit Aban</A>;
150;Right Arm;Extermination;Auger;Scheol Lower;Tree of Memories;Spiders around;125;;;<a href=http://aomainframe.info/showitem.asp?AOID=235893>QL 150 Surviving Right Arm Symbiant, Extermination Unit Aban</A>;
130;Chest;Extermination;Auger;Scheol Lower;Tree of Memories;Spiders around;125;;;<a href=http://aomainframe.info/showitem.asp?AOID=235909>QL 130 Residing Chest Symbiant, Extermination Unit Aban</A>;
90;Feet;Artillery;Auger;Scheol Lower;Tree of Memories;Spiders around;125;;;<a href=http://aomainframe.info/showitem.asp?AOID=235604>QL 90 Vibrating Feet Symbiant, Artillery Unit Aban</A>;
170;Chest;Extermination;Auger;Scheol Lower;Tree of Memories;Spiders around;125;;;<a href=http://aomainframe.info/showitem.asp?AOID=235911>QL 170 Active Chest Symbiant, Extermination Unit Aban</A>;
140;Head;Artillery;Awl;Scheol Lower;Tree of Memories (W);Green named Spiders;125;;;<a href=http://aomainframe.info/showitem.asp?AOID=235415>QL 140 Running Brain Symbiant, Artillery Unit Aban</A>;
130;Feet;Artillery;Awl;Scheol Lower;Tree of Memories (W);Green named Spiders;125;;;<a href=http://aomainframe.info/showitem.asp?AOID=235605>QL 130 Residing Feet Symbiant, Artillery Unit Aban</A>;
140;Chest;Extermination;Awl;Scheol Lower;Tree of Memories (W);Green named Spiders;125;;;<a href=http://aomainframe.info/showitem.asp?AOID=235910>QL 140 Running Chest Symbiant, Extermination Unit Aban</A>;
170;Chest;Extermination;Awl;Scheol Lower;Tree of Memories (W);Green named Spiders;125;;;<a href=http://aomainframe.info/showitem.asp?AOID=235911>QL 170 Active Chest Symbiant, Extermination Unit Aban</A>;
120;Left Arm;Extermination;Awl;Scheol Lower;Tree of Memories (W);Green named Spiders;125;;;<a href=http://aomainframe.info/showitem.asp?AOID=235927>QL 120 Prevailing Left Arm Symbiant, Extermination Unit Aban</A>;
160;Left Arm;Extermination;Awl;Scheol Lower;Tree of Memories (W);Green named Spiders;125;;;<a href=http://aomainframe.info/showitem.asp?AOID=235928>QL 160 Working Left Arm Symbiant, Extermination Unit Aban</A>;
170;Left Arm;Extermination;Awl;Scheol Lower;Tree of Memories (W);Green named Spiders;125;;;<a href=http://aomainframe.info/showitem.asp?AOID=235929>QL 170 Active Left Arm Symbiant, Extermination Unit Aban</A>;
190;Right Arm;Artillery;Bagaspati;Penumbra Valley;NW from Incarnator;Named Rafter/Cat/Vadleany;185;;;<a href=http://aomainframe.info/showitem.asp?AOID=235455>QL 190 Enduring Right Arm Symbiant, Artillery Unit Aban</A>;
230;Right Wrist;Extermination;Bagaspati;Penumbra Valley;NW from Incarnator;Named Rafter/Cat/Vadleany;185;;;<a href=http://aomainframe.info/showitem.asp?AOID=235950>QL 230 Vigorous Right Wrist Symbiant, Extermination Unit Aban</A>;
230;Waist;Extermination;Bagaspati;Penumbra Valley;NW from Incarnator;Named Rafter/Cat/Vadleany;185;;;<a href=http://aomainframe.info/showitem.asp?AOID=235963>QL 230 Vigorous Waist Symbiant, Extermination Unit Aban</A>;
190;Right Hand;Extermination;Bagaspati;Penumbra Valley;NW from Incarnator;Named Rafter/Cat/Vadleany;185;;;<a href=http://aomainframe.info/showitem.asp?AOID=236000>QL 190 Enduring Right Hand Symbiant, Extermination Unit Aban</A>;
230;Legs;Artillery;Bagaspati;Penumbra Valley;NW from Incarnator;Named Rafter/Cat/Vadleany;185;;;<a href=http://aomainframe.info/showitem.asp?AOID=235574>QL 230 Vigorous Thigh Symbiant, Artillery Unit Aban</A>;
220;Left Hand;Artillery;Bagaspati;Penumbra Valley;NW from Incarnator;Named Rafter/Cat/Vadleany;185;;;<a href=http://aomainframe.info/showitem.asp?AOID=235591>QL 220 Persisting Left Hand Symbiant, Artillery Unit Aban</A>;
230;Ear;Extermination;Bagaspati;Penumbra Valley;NW from Incarnator;Named Rafter/Cat/Vadleany;185;;;<a href=http://aomainframe.info/showitem.asp?AOID=235880>QL 230 Vigorous Ear Symbiant, Extermination Unit Aban</A>;
220;Left Wrist;Extermination;Bagaspati;Penumbra Valley;NW from Incarnator;Named Rafter/Cat/Vadleany;185;;;<a href=http://aomainframe.info/showitem.asp?AOID=235983>QL 220 Persisting Left Wrist Symbiant, Extermination Unit Aban</A>;
140;Ear;Artillery;Beatific Spirit;Scheol Lower;Necropolis;Spirit Hunters, Named Spirits in Sheol;125;;;<a href=http://aomainframe.info/showitem.asp?AOID=235434>QL 140 Running Ear Symbiant, Artillery Unit Aban</A>;
170;Feet;Artillery;Beatific Spirit;Scheol Lower;Necropolis;Spirit Hunters, Named Spirits in Sheol;125;;;<a href=http://aomainframe.info/showitem.asp?AOID=235607>QL 170 Active Feet Symbiant, Artillery Unit Aban</A>;
170;Waist;Extermination;Beatific Spirit;Scheol Lower;Necropolis;Spirit Hunters, Named Spirits in Sheol;125;;;<a href=http://aomainframe.info/showitem.asp?AOID=235962>QL 170 Active Waist Symbiant, Extermination Unit Aban</A>;
130;Left Wrist;Extermination;Beatific Spirit;Scheol Lower;Necropolis;Spirit Hunters, Named Spirits in Sheol;125;;;<a href=http://aomainframe.info/showitem.asp?AOID=235978>QL 130 Residing Left Wrist Symbiant, Extermination Unit Aban</A>;
170;Left Wrist;Extermination;Beatific Spirit;Scheol Lower;Necropolis;Spirit Hunters, Named Spirits in Sheol;125;;;<a href=http://aomainframe.info/showitem.asp?AOID=235979>QL 170 Active Left Wrist Symbiant, Extermination Unit Aban</A>;
120;Right Hand;Extermination;Beatific Spirit;Scheol Lower;Necropolis;Spirit Hunters, Named Spirits in Sheol;125;;;<a href=http://aomainframe.info/showitem.asp?AOID=235995>QL 120 Prevailing Right Hand Symbiant, Extermination Unit Aban</A>;
140;Right Hand;Extermination;Beatific Spirit;Scheol Lower;Necropolis;Spirit Hunters, Named Spirits in Sheol;125;;;<a href=http://aomainframe.info/showitem.asp?AOID=235997>QL 140 Running Right Hand Symbiant, Extermination Unit Aban</A>;
120;Left Wrist;Extermination;Beatific Spirit;Scheol Lower;Necropolis;Spirit Hunters, Named Spirits in Sheol;125;;;<a href=http://aomainframe.info/showitem.asp?AOID=235977>QL 120 Prevailing Left Wrist Symbiant, Extermination Unit Aban</A>;
130;Right Wrist;Artillery;Bellowing Chimera;Scheol Upper;North from East Incarnator;Named Chimeras;125;;;<a href=http://aomainframe.info/showitem.asp?AOID=235501>QL 130 Residing Right Wrist Symbiant, Artillery Unit Aban</A>;
150;Right Wrist;Artillery;Bellowing Chimera;Scheol Upper;North from East Incarnator;Named Chimeras;125;;;<a href=http://aomainframe.info/showitem.asp?AOID=235503>QL 150 Surviving Right Wrist Symbiant, Artillery Unit Aban</A>;
130;Right Arm;Infantry;Bellowing Chimera;Scheol Upper;North from East Incarnator;Named Chimeras;125;;;<a href=http://aomainframe.info/showitem.asp?AOID=235671>QL 130 Residing Right Arm Symbiant, Infantry Unit Aban</A>;
140;Ear;Control;Bellowing Chimera;Scheol Upper;North from East Incarnator;Named Chimeras;125;;;<a href=http://aomainframe.info/showitem.asp?AOID=236322>QL 140 Running Ear Symbiant, Control Unit Aban</A>;
150;Ear;Control;Bellowing Chimera;Scheol Upper;North from East Incarnator;Named Chimeras;125;;;<a href=http://aomainframe.info/showitem.asp?AOID=236323>QL 150 Surviving Ear Symbiant, Control Unit Aban</A>;
160;Ear;Control;Bellowing Chimera;Scheol Upper;North from East Incarnator;Named Chimeras;125;;;<a href=http://aomainframe.info/showitem.asp?AOID=236324>QL 160 Working Ear Symbiant, Control Unit Aban</A>;
170;Ear;Control;Bellowing Chimera;Scheol Upper;North from East Incarnator;Named Chimeras;125;;;<a href=http://aomainframe.info/showitem.asp?AOID=236325>QL 170 Active Ear Symbiant, Control Unit Aban</A>;
90;Right Arm;Control;Bellowing Chimera;Scheol Upper;North from East Incarnator;Named Chimeras;125;;;<a href=http://aomainframe.info/showitem.asp?AOID=236340>QL 90 Vibrating Right Arm Symbiant, Control Unit Aban</A>;
150;Waist;Support;Bhinaji Navi;Scheol Lower;Through Earth & Stone Pyramid;Chimeran Canine, Ercorash and Named(4);125;;;<a href=http://aomainframe.info/showitem.asp?AOID=236196>QL 150 Surviving Waist Symbiant, Support Unit Aban</A>;
120;Waist;Support;Bhinaji Navi;Scheol Lower;Through Earth & Stone Pyramid;Chimeran Canine, Ercorash and Named(4);125;;;<a href=http://aomainframe.info/showitem.asp?AOID=236194>QL 120 Prevailing Waist Symbiant, Support Unit Aban</A>;
90;Left Wrist;Support;Bhinaji Navi;Scheol Lower;Through Earth & Stone Pyramid;Chimeran Canine, Ercorash and Named(4);125;;;<a href=http://aomainframe.info/showitem.asp?AOID=236209>QL 90 Vibrating Left Wrist Symbiant, Support Unit Aban</A>;
130;Ear;Infantry;Bhinaji Navi;Scheol Lower;Through Earth & Stone Pyramid;Chimeran Canine, Ercorash and Named(4);125;;;<a href=http://aomainframe.info/showitem.asp?AOID=235654>QL 130 Residing Ear Symbiant, Infantry Unit Aban</A>;
130;Waist;Support;Bhinaji Navi;Scheol Lower;Through Earth & Stone Pyramid;Chimeran Canine, Ercorash and Named(4);125;;;<a href=http://aomainframe.info/showitem.asp?AOID=236195>QL 130 Residing Waist Symbiant, Support Unit Aban</A>;
70;Eye;Artillery;Black Fang;Central Elysium;Shattered Heartlands (SE from Nero);Named Predators (4): Limping, Howling, Pained, Wounded;80;;;<a href=http://aomainframe.info/showitem.asp?AOID=219130>QL 70 Animated Ocular Symbiant, Artillery Unit Aban</A>;
100;Eye;Artillery;Black Fang;Central Elysium;Shattered Heartlands (SE from Nero);Named Predators (4): Limping, Howling, Pained, Wounded;80;;;<a href=http://aomainframe.info/showitem.asp?AOID=219132>QL 100 Breathing Ocular Symbiant, Artillery Unit Aban</A>;
80;Right Arm;Artillery;Black Fang;Central Elysium;Shattered Heartlands (SE from Nero);Named Predators (4): Limping, Howling, Pained, Wounded;80;;;<a href=http://aomainframe.info/showitem.asp?AOID=235449>QL 80 Moving Right Arm Symbiant, Artillery Unit Aban</A>;
70;Eye;Infantry;Black Fang;Central Elysium;Shattered Heartlands (SE from Nero);Named Predators (4): Limping, Howling, Pained, Wounded;80;;;<a href=http://aomainframe.info/showitem.asp?AOID=235621>QL 70 Animated Ocular Symbiant, Infantry Unit Aban</A>;
70;Right Wrist;Infantry;Black Fang;Central Elysium;Shattered Heartlands (SE from Nero);Named Predators (4): Limping, Howling, Pained, Wounded;80;;;<a href=http://aomainframe.info/showitem.asp?AOID=235719>QL 70 Animated Right Wrist Symbiant, Infantry Unit Aban</A>;
80;Right Wrist;Infantry;Black Fang;Central Elysium;Shattered Heartlands (SE from Nero);Named Predators (4): Limping, Howling, Pained, Wounded;80;;;<a href=http://aomainframe.info/showitem.asp?AOID=235720>QL 80 Moving Right Wrist Symbiant, Infantry Unit Aban</A>;
60;Waist;Infantry;Black Fang;Central Elysium;Shattered Heartlands (SE from Nero);Named Predators (4): Limping, Howling, Pained, Wounded;80;;;<a href=http://aomainframe.info/showitem.asp?AOID=235734>QL 60 Lulled Waist Symbiant, Infantry Unit Aban</A>;
70;Waist;Infantry;Black Fang;Central Elysium;Shattered Heartlands (SE from Nero);Named Predators (4): Limping, Howling, Pained, Wounded;80;;;<a href=http://aomainframe.info/showitem.asp?AOID=235735>QL 70 Animated Waist Symbiant, Infantry Unit Aban</A>;
60;Left Wrist;Infantry;Black Fang;Central Elysium;Shattered Heartlands (SE from Nero);Named Predators (4): Limping, Howling, Pained, Wounded;80;;;<a href=http://aomainframe.info/showitem.asp?AOID=235752>QL 60 Lulled Left Wrist Symbiant, Infantry Unit Aban</A>;
160;Right Hand;Artillery;Blight;Scheol Lower;Necropolis (Ergo);Mephitic Mynx;125;;;<a href=http://aomainframe.info/showitem.asp?AOID=235555>QL 160 Working Right Hand Symbiant, Artillery Unit Aban</A>;
140;Head;Infantry;Blight;Scheol Lower;Necropolis (Ergo);Mephitic Mynx;125;;;<a href=http://aomainframe.info/showitem.asp?AOID=235641>QL 140 Running Brain Symbiant, Infantry Unit Aban</A>;
120;Right Arm;Support;Blight;Scheol Lower;Necropolis (Ergo);Mephitic Mynx;125;;;<a href=http://aomainframe.info/showitem.asp?AOID=236114>QL 120 Prevailing Right Arm Symbiant, Support Unit Aban</A>;
100;Right Arm;Support;Blight;Scheol Lower;Necropolis (Ergo);Mephitic Mynx;125;;;<a href=http://aomainframe.info/showitem.asp?AOID=236113>QL 100 Breathing Right Arm Symbiant, Support Unit Aban</A>;
170;Right Arm;Support;Blight;Scheol Lower;Necropolis (Ergo);Mephitic Mynx;125;;;<a href=http://aomainframe.info/showitem.asp?AOID=236116>QL 170 Active Right Arm Symbiant, Support Unit Aban</A>;
160;Right Arm;Support;Blight;Scheol Lower;Necropolis (Ergo);Mephitic Mynx;125;;;<a href=http://aomainframe.info/showitem.asp?AOID=236115>QL 160 Working Right Arm Symbiant, Support Unit Aban</A>;
160;Ear;Support;Blight;Scheol Lower;Necropolis (Ergo);Mephitic Mynx;125;;;<a href=http://aomainframe.info/showitem.asp?AOID=236103>QL 160 Working Ear Symbiant, Support Unit Aban</A>;
130;Ear;Artillery;Borer;Scheol Upper;The Eastern Passageway/Crystal River;Weavers/Spiders;125;;;<a href=http://aomainframe.info/showitem.asp?AOID=235433>QL 130 Residing Ear Symbiant, Artillery Unit Aban</A>;
120;Right Wrist;Extermination;Borer;Scheol Upper;The Eastern Passageway/Crystal River;Weavers/Spiders;125;;;<a href=http://aomainframe.info/showitem.asp?AOID=235947>QL 120 Prevailing Right Wrist Symbiant, Extermination Unit Aban</A>;
120;Waist;Extermination;Borer;Scheol Upper;The Eastern Passageway/Crystal River;Weavers/Spiders;125;;;<a href=http://aomainframe.info/showitem.asp?AOID=235960>QL 120 Prevailing Waist Symbiant, Extermination Unit Aban</A>;
150;Waist;Extermination;Borer;Scheol Upper;The Eastern Passageway/Crystal River;Weavers/Spiders;125;;;<a href=http://aomainframe.info/showitem.asp?AOID=235961>QL 150 Surviving Waist Symbiant, Extermination Unit Aban</A>;
170;Right Wrist;Extermination;Borer;Scheol Upper;The Eastern Passageway/Crystal River;Weavers/Spiders;125;;;<a href=http://aomainframe.info/showitem.asp?AOID=235949>QL 170 Active Right Wrist Symbiant, Extermination Unit Aban</A>;
160;Right Wrist;Extermination;Borer;Scheol Upper;The Eastern Passageway/Crystal River;Weavers/Spiders;125;;;<a href=http://aomainframe.info/showitem.asp?AOID=235948>QL 160 Working Right Wrist Symbiant, Extermination Unit Aban</A>;
160;Feet;Artillery;Borer;Scheol Upper;The Eastern Passageway/Crystal River;Weavers/Spiders;125;;;<a href=http://aomainframe.info/showitem.asp?AOID=235606>QL 160 Working Feet Symbiant, Artillery Unit Aban</A>;
190;Feet;Artillery;Breaker Teuvo;Penumbra Forest;North from West Incarnator;Named Hiisi Steed: Shadowmane;175;;;<a href=http://aomainframe.info/showitem.asp?AOID=235608>QL 190 Enduring Feet Symbiant, Artillery Unit Aban</A>;
210;Right Hand;Extermination;Breaker Teuvo;Penumbra Forest;North from West Incarnator;Named Hiisi Steed: Shadowmane;175;;;<a href=http://aomainframe.info/showitem.asp?AOID=236001>QL 210 Living Right Hand Symbiant, Extermination Unit Aban</A>;
220;Right Hand;Extermination;Breaker Teuvo;Penumbra Forest;North from West Incarnator;Named Hiisi Steed: Shadowmane;175;;;<a href=http://aomainframe.info/showitem.asp?AOID=236002>QL 220 Persisting Right Hand Symbiant, Extermination Unit Aban</A>;
180;Legs;Extermination;Breaker Teuvo;Penumbra Forest;North from West Incarnator;Named Hiisi Steed: Shadowmane;175;;;<a href=http://aomainframe.info/showitem.asp?AOID=236018>QL 180 Awakened Thigh Symbiant, Extermination Unit Aban</A>;
200;Legs;Extermination;Breaker Teuvo;Penumbra Forest;North from West Incarnator;Named Hiisi Steed: Shadowmane;175;;;<a href=http://aomainframe.info/showitem.asp?AOID=236019>QL 200 Growing Thigh Symbiant, Extermination Unit Aban</A>;
180;Left Hand;Extermination;Breaker Teuvo;Penumbra Forest;North from West Incarnator;Named Hiisi Steed: Shadowmane;175;;;<a href=http://aomainframe.info/showitem.asp?AOID=236033>QL 180 Awakened Left Hand Symbiant, Extermination Unit Aban</A>;
